Lorentz_N=1;	Lorentz_N=2;	Lorentz_N=10;	Lorentz_N=100
8.76351e-01;	-8.86529e-01;	2.29040e-01;	6.68840e+00
-4.96100e+00;	2.48117e-01;	6.74668e-01;	-5.31879e+00
7.98724e-02;	1.53772e-01;	1.08720e+00;	-4.86255e+00
-5.62497e-01;	1.26506e-01;	7.86327e-01;	-1.30854e+00
-1.90078e+00;	3.79503e-01;	-6.27513e+01;	-2.05913e-01
5.11334e-02;	-1.72850e+00;	-2.72261e-01;	-1.90656e+00
2.59184e+00;	1.23843e+00;	-4.27643e-01;	1.36985e+00
-7.84276e-02;	-5.77265e-02;	4.05512e+01;	9.79042e+00
-4.78770e-01;	6.27941e+00;	3.24349e+00;	3.04627e+00
9.06267e+00;	1.83187e+00;	1.03027e+01;	1.00980e+00
7.41169e-01;	-1.91650e+00;	-2.48493e-01;	-8.41082e-02
3.66559e+00;	6.04417e-01;	1.54978e+00;	2.35319e-01
-8.34807e-01;	5.92225e+00;	1.59758e+00;	-1.43897e+00
5.89154e+00;	5.43963e-01;	-2.10656e-01;	-4.01626e-01
1.41877e+00;	-1.29785e+00;	9.59797e-01;	3.67461e+00
-7.43468e-02;	-4.45692e+00;	3.88255e-01;	3.66439e+00
-1.23388e+00;	-2.48617e+00;	1.63521e+00;	-3.81041e+00
1.03153e+00;	6.09296e-01;	3.07731e+01;	-1.82520e-01
-7.30560e-01;	7.96385e+00;	2.64824e+01;	6.69010e+00
1.80786e+00;	9.19741e-01;	2.89504e-01;	7.74325e-01
1.00311e+00;	-2.45838e+01;	-2.98361e+00;	-2.58667e+00
-3.20172e-01;	-2.90222e-01;	-7.05266e-01;	1.32715e-01
1.12558e+00;	-1.24935e-01;	5.18863e+00;	-1.45130e+00
-6.26046e+00;	-8.69232e+00;	-2.75009e+01;	-1.20778e+00
-6.11947e-01;	4.35450e-01;	-8.38862e-02;	3.53807e+00
-3.98988e+00;	-2.55580e-01;	9.52983e-01;	2.40246e-01
1.88259e-01;	2.46974e+00;	1.05968e+00;	1.18632e+00
1.25464e-01;	2.72236e-01;	-1.87513e+00;	4.28203e-01
9.11467e-01;	-1.84160e+00;	3.12487e+00;	-2.19549e+00
1.14809e+00;	-1.19318e+00;	-4.57747e-01;	-2.71939e-01
1.65432e-02;	7.99488e-01;	-3.88537e+01;	-6.33528e+00
5.25810e-01;	2.76932e-01;	-7.71671e-01;	-7.32379e+00
-8.74388e-02;	-5.19617e-01;	-9.27302e-02;	5.24330e+00
2.83268e-01;	2.02140e+00;	1.90772e+00;	3.85815e+00
7.86022e-01;	-3.04143e+01;	1.54563e+00;	1.36615e+00
-3.59521e+00;	-1.42066e+00;	-6.68370e-01;	-4.66104e+02
9.23648e+00;	1.09598e+01;	-1.26005e+00;	6.20266e-01
-3.09994e+00;	-1.17634e+00;	1.20704e+00;	2.16159e-01
1.21985e+00;	-1.64351e+00;	-1.60491e-01;	1.62077e-01
7.57947e-01;	2.44673e+01;	-7.94750e+01;	2.55296e-01
1.60570e+00;	-3.77067e-01;	1.18776e+00;	3.69041e+00
-2.87956e-01;	1.10809e+00;	2.15219e-01;	-1.02645e+00
3.07204e-01;	4.49331e-01;	1.20014e-01;	-6.17031e+00
-1.69219e+00;	1.28914e+00;	1.39157e+00;	-1.05467e-01
4.50320e+00;	4.17433e-01;	1.23508e-01;	1.92924e+00
2.89790e+00;	-1.75879e+00;	-1.20238e+01;	-5.77751e-01
3.59597e-01;	4.49434e+00;	2.67530e-01;	-1.16154e-02
9.66386e+00;	3.31463e+00;	-2.92988e+00;	-4.97823e-01
1.16033e+00;	9.10042e-01;	-3.18021e-01;	-2.35364e-01
7.90299e+00;	-3.75388e+00;	5.66998e-01;	8.00894e-01
3.50790e+00;	-1.65058e+00;	-1.49358e+00;	-3.99712e-01
-1.40526e+00;	5.80018e+00;	-1.77003e+00;	5.33862e-01
-1.06183e-02;	-9.33677e-01;	-2.41626e+01;	3.71836e+00
-1.31707e-01;	-6.36449e-01;	1.28111e+01;	8.85683e-01
8.21421e+00;	-1.43011e-01;	-1.66651e-01;	2.57437e+00
4.06059e+00;	-1.18537e-01;	1.61302e+01;	-9.68144e-01
-8.85874e-02;	1.38609e+00;	-2.54842e-01;	1.45838e+01
-5.39842e+00;	3.48978e+00;	-1.52445e+00;	9.98873e+00
-1.13935e+00;	-1.19472e+01;	-9.48700e+00;	1.08964e+00
-4.73069e-01;	-4.96300e-01;	3.32168e-01;	2.79406e-02
6.86649e-01;	-6.95673e-02;	-7.53083e-01;	-1.97233e+00
-5.30332e-01;	1.13552e+00;	8.34012e+00;	6.27200e-01
-8.07094e-02;	1.54028e+00;	2.36275e-01;	-2.53275e-01
2.28050e+00;	2.09171e+00;	-7.69848e-01;	-3.54320e-01
2.17904e+00;	-4.45044e-01;	-8.98031e-01;	-4.33098e-01
1.29524e-01;	-6.70945e+01;	8.40546e+00;	3.12562e-01
-7.60684e-01;	-1.39475e-01;	1.37278e+00;	-4.21568e+00
5.98124e-01;	-1.14588e+00;	-1.18831e+00;	-1.42292e+00
-1.09506e+00;	-1.71647e+00;	3.12646e+00;	-5.07418e-01
-8.95733e-01;	1.06145e+00;	1.00002e+00;	-3.38587e+01
-8.17132e-01;	-6.71752e+00;	-3.61648e-01;	-2.00498e-01
7.72761e-01;	-2.08784e+00;	8.89044e-03;	2.84688e-01
3.48604e+00;	-2.24712e+00;	1.52772e+00;	-1.54339e+00
-1.99554e+00;	7.63736e-01;	9.41197e-01;	-2.48720e-01
8.14425e-02;	-5.99171e-02;	3.36898e+00;	-6.76974e-01
-1.09662e+01;	2.68585e-01;	-4.54240e-01;	-3.92451e+00
3.06306e-01;	-1.42021e+00;	3.60991e+00;	6.41897e+00
-3.95574e-01;	7.79551e-01;	-1.72022e+01;	8.00624e-01
7.36205e-02;	-6.28211e+00;	6.35628e-02;	2.40091e-02
1.45657e+00;	6.79348e+00;	8.22298e+00;	2.68672e-01
8.01188e-01;	7.89963e-01;	1.04595e+00;	1.93203e+00
3.14287e-01;	-6.52324e-01;	3.37586e-01;	-1.18111e+00
6.39583e-01;	-4.75521e-01;	-2.33480e+00;	6.94385e-01
-5.22218e-01;	2.15933e+00;	-1.13754e+00;	9.36832e+00
1.48331e+00;	-5.90251e-01;	1.28804e+00;	3.61887e+00
2.93529e+00;	5.29805e-01;	-1.51334e-01;	-5.74407e-02
-4.71989e-01;	1.67668e-01;	3.95277e+00;	2.04188e+00
-3.15849e-01;	-1.07664e+00;	4.98348e+02;	7.12946e-03
4.83708e-01;	-5.92379e-01;	2.02139e+01;	-1.76598e+00
-1.01541e+00;	5.72943e+00;	3.05957e-01;	-1.63725e+00
7.77514e-02;	7.58888e-01;	9.12219e-01;	-6.75437e+00
1.18047e+00;	-2.24918e-01;	-2.71506e+00;	7.14291e-01
-1.61838e+00;	-9.19696e+00;	5.33095e-01;	-6.60079e-01
5.57851e-03;	-5.07783e-02;	4.53635e-01;	-2.71090e+00
-3.86026e-01;	2.45372e+00;	3.35924e-01;	-3.03218e-01
-7.80526e-01;	-5.84322e-01;	1.98971e-01;	-4.18129e+00
-6.47364e-01;	7.99648e-02;	1.72375e+01;	1.44065e+00
8.11903e-01;	-1.51734e+00;	-1.76795e-01;	-2.11566e+00
-1.93593e+00;	-4.49031e+00;	7.84135e-02;	1.75292e+00
2.32830e+00;	3.87242e-01;	7.77889e-02;	2.94330e-01
3.80504e+00;	-1.13744e+00;	1.54367e-01;	6.86258e-01
7.09082e+00;	6.75400e-01;	1.08386e+01;	-8.38481e-01
-1.47097e+00;	1.96793e+00;	3.21539e+00;	-5.76737e+00
2.15898e-01;	-2.23268e-01;	-2.15939e+00;	1.97557e+00
-7.64785e-01;	1.65582e+00;	4.20153e-01;	6.42195e-01
-1.31555e+00;	-1.84816e+00;	7.86375e-02;	2.42158e+00
-4.01482e+00;	-8.17784e-01;	-1.00532e+01;	3.43727e+00
-3.51683e-01;	2.97282e+01;	-1.17797e-01;	-1.81776e+00
4.82443e-02;	-7.64342e-01;	-8.03415e+00;	-3.58495e-01
2.99976e-01;	1.22980e+00;	1.67644e+00;	-4.38987e-01
2.77724e-01;	1.11493e+00;	2.29125e-01;	1.71122e+01
-9.25517e-01;	4.35945e-01;	-1.12372e+00;	5.08121e-02
4.27776e-01;	9.26610e-01;	-3.97115e+00;	-1.13245e+01
-2.41728e+00;	8.63341e-01;	-8.07747e+00;	-1.75629e+00
3.02303e-01;	-1.94131e+00;	-2.36591e+00;	-2.10028e+00
-1.40966e+00;	-5.85060e-01;	-2.07836e-01;	-8.02583e-01
1.24427e+01;	-1.93619e-01;	4.40410e+00;	-9.49592e-01
-7.21767e-01;	4.41969e-01;	-6.97534e-01;	-6.20142e-01
-3.85384e-01;	-2.95757e+00;	-3.67854e-01;	-9.90871e-02
3.71748e-01;	1.56163e+00;	-1.26735e-02;	2.43841e+00
-1.59745e+00;	4.73244e+00;	1.73848e+01;	1.37366e+00
2.08226e+00;	9.05944e-01;	9.43421e-01;	-4.11414e-01
-8.44691e+00;	-4.37431e-01;	-6.52393e+00;	1.47518e+00
-6.01819e-01;	2.58250e+00;	8.22224e-01;	-6.35021e-01
-7.67187e-02;	6.17867e+00;	5.96231e+00;	-1.85196e+00
8.51986e-01;	-3.47144e+00;	-2.51880e+00;	-4.31540e-01
-3.70602e+00;	-1.45254e+00;	-2.55836e+01;	6.00089e-01
9.58330e-01;	2.82082e+01;	4.40082e+00;	3.62560e+00
-3.96014e-01;	-3.04879e+00;	-8.53781e-01;	5.05920e-01
-9.92577e-01;	1.20668e+00;	-3.41344e+00;	-4.91481e-01
3.64725e-01;	-1.53345e+00;	-1.34489e+00;	-6.33808e-01
-3.86546e+00;	-4.07048e+00;	5.91658e-01;	3.42848e+00
-2.04534e+00;	2.74953e+00;	-6.56559e-01;	3.36805e-01
-1.83697e+00;	-4.95374e-01;	9.81397e-01;	-2.34109e+00
2.40484e+00;	-1.70424e+00;	-8.30952e-01;	-1.29332e+00
-1.05108e+00;	1.59981e+00;	2.96545e+00;	-7.17073e-01
4.39556e-01;	-4.74027e+00;	1.83879e-01;	-5.31273e+00
1.29603e-02;	5.21360e+01;	-2.11128e-01;	-2.28448e-01
-1.93477e+00;	1.70730e+00;	3.62755e-01;	-1.79795e+00
-5.12694e-01;	5.11648e-01;	-1.01285e+00;	-5.55979e-01
-3.41265e-01;	2.63242e+00;	-6.53027e+00;	1.33704e+00
6.81591e-01;	-5.09386e+00;	-8.37625e-01;	-4.64935e-01
-8.39323e-01;	4.97637e-01;	1.28495e+00;	1.00010e+00
-1.64801e+02;	1.98087e+00;	-9.29631e-01;	9.90081e+00
2.46215e+00;	1.53172e+01;	1.59066e+00;	3.30967e+00
1.00225e+00;	2.42712e-01;	-4.40232e+00;	-1.06460e+00
2.41242e+00;	-1.42758e+00;	-3.66704e-01;	5.41100e-01
-3.63169e+00;	4.24259e-01;	1.06626e+00;	1.03837e+00
-8.81992e-01;	-7.76896e-01;	-3.86619e+00;	9.87443e-02
7.27173e-01;	9.80413e-01;	-3.55354e+00;	-4.39772e-01
3.03695e-01;	2.10426e+00;	1.19144e+01;	-5.37932e-02
-5.01105e-01;	3.01231e-01;	-9.48051e-01;	-1.60870e+01
7.38995e+00;	-7.82650e-02;	-4.68098e-02;	-4.07812e+00
4.53338e-01;	4.79639e-02;	3.67465e-01;	-3.12944e+00
4.69169e-02;	1.37557e-01;	-1.26809e+00;	-1.19345e+00
-2.25631e+00;	1.03373e+01;	2.22718e-01;	1.20083e-02
4.88256e-02;	1.80442e+00;	1.86863e+00;	2.87924e+00
1.55706e+00;	3.02238e-01;	8.46618e-01;	-6.82447e-02
1.49019e+00;	-2.43156e-01;	7.92717e-01;	-1.90454e+00
-1.34413e+00;	-7.77740e-01;	-4.65233e-01;	-2.51364e+00
-7.45412e-02;	1.97863e+00;	2.33332e+00;	8.10665e-01
4.63559e-01;	-3.14567e-02;	9.66567e-01;	1.44298e+00
3.47343e-02;	1.37773e+00;	1.17137e+01;	6.40864e-02
-4.41222e+00;	-1.93692e+01;	1.74129e+00;	-2.20214e+00
9.45897e-01;	-1.72496e-01;	-3.12207e+00;	-1.44401e-01
2.12683e+00;	3.46784e-01;	-1.81119e-01;	7.75416e+00
-5.41916e+00;	3.05842e+00;	6.07628e-01;	2.47121e+00
2.21496e-02;	3.09433e-01;	-5.43913e-02;	-5.04046e-01
-1.35742e-01;	-5.33719e+00;	-1.86667e+00;	1.08698e+00
1.24399e+00;	1.45493e-01;	-1.01136e+00;	1.36286e+00
4.30606e+00;	-3.12101e-01;	-2.95785e+00;	5.57242e+00
-1.08856e+01;	1.52054e+00;	-5.86765e+00;	-2.81621e-01
4.82795e+00;	-1.14129e+00;	8.57042e-01;	-7.91774e-02
-2.53527e+00;	6.63336e-01;	-5.26207e-01;	-1.77429e-01
1.86618e+00;	1.67949e+00;	-3.02455e+00;	-1.20067e+00
2.17666e+00;	6.46288e-01;	8.36312e-01;	-5.30586e-02
2.79348e+00;	-1.85154e+00;	-3.00558e-01;	3.59361e+00
8.92308e-01;	1.27539e+00;	2.30216e-01;	-1.37628e+00
4.84804e-01;	1.66720e+00;	-7.13282e+00;	1.53035e+00
5.96910e-01;	7.47942e-02;	-7.79700e+00;	1.46102e+00
2.08322e+00;	-6.84146e-01;	1.16598e-01;	6.78403e-01
7.46748e-01;	1.43717e+00;	-9.64074e-01;	7.16860e-01
-4.12117e-01;	-3.76981e+00;	-9.30823e-01;	-8.36705e-01
2.95753e-01;	4.31181e-01;	2.33465e+00;	8.17006e+00
-1.97256e-01;	1.35971e+00;	-2.85580e+02;	1.51595e+00
9.86092e+00;	-7.07180e-01;	-2.94269e+00;	-1.62192e+00
-1.94955e+01;	4.04686e+01;	-4.98290e+00;	-2.91273e-01
9.98007e-01;	5.57046e-01;	-1.87286e-02;	-2.45277e-01
-3.93732e-01;	-3.88211e+00;	2.20830e-01;	2.35017e-01
-6.02382e-01;	4.41493e-01;	1.15054e+01;	2.64450e+00
-1.52358e+01;	-2.49690e-01;	1.17174e+00;	-2.50522e-01
1.60896e+01;	-2.14730e+00;	6.30267e-01;	-8.18762e+01
6.80829e+01;	2.23545e-01;	3.63418e-01;	-2.13069e-01
-4.35275e+00;	6.16120e-01;	-2.67280e+00;	1.88909e-02
6.44171e-01;	-8.36240e-01;	-7.98245e-01;	6.75164e-01
9.97957e-01;	1.14722e+00;	3.81826e+00;	-1.70260e+01
7.60104e-01;	-1.26957e+00;	-2.04703e+00;	1.51433e+00
-1.94569e+00;	-4.04254e+02;	1.30229e+00;	2.25754e+00
4.37830e-01;	2.45560e+00;	5.19043e-01;	-4.14806e-01
1.13401e+00;	-7.96100e-02;	-1.08076e+00;	-9.51782e-02
3.48072e-01;	5.93838e-01;	-5.65856e-01;	4.46269e+00
4.49789e-01;	1.18059e+00;	3.11280e+00;	4.16674e+00
-1.03468e-01;	-1.36241e+00;	1.45729e+00;	4.43191e-01
-1.27398e+00;	-9.44094e-01;	5.95961e-01;	-8.92113e-01
2.66526e-01;	2.80925e+00;	3.61081e-02;	1.41571e+00
2.50547e+00;	7.84372e-01;	4.55724e-01;	1.36935e+01
2.96069e+00;	6.28259e-01;	2.78791e+00;	-6.72817e-01
-1.15767e+00;	-5.82796e-01;	2.03140e+00;	-6.60889e-01
-7.53959e-01;	-2.56246e+01;	-2.35506e-01;	9.40068e-01
1.33945e-02;	-7.18014e-01;	-1.93553e+00;	-2.69292e-01
-1.28390e-01;	5.75661e+00;	1.63765e+00;	-1.16392e+00
-6.32352e-01;	-1.16675e+00;	3.21300e-01;	-7.88838e+00
-2.83073e+00;	-6.42624e-01;	9.03197e-02;	1.86896e+00
-4.91524e-01;	1.23789e+00;	-1.63376e+00;	2.76272e-01
-2.25742e+00;	-9.76549e-01;	-8.91148e-01;	-1.55465e-01
-4.51689e-01;	-2.52126e+00;	-6.32196e-01;	-2.87299e-01
1.14753e+00;	1.25311e+00;	-2.09588e+00;	4.97522e+00
1.67897e-01;	9.50084e-01;	-7.17256e+00;	-2.03540e+00
-1.21886e+00;	-3.63073e+00;	-9.35726e-01;	5.58706e-01
-7.90136e-01;	2.15625e+00;	7.37434e-01;	-5.22808e+00
1.43665e-01;	-2.34395e+00;	-8.84379e-01;	5.45935e-01
-3.31381e-01;	9.25293e-01;	7.92839e-01;	-1.10183e+00
1.92077e+02;	-5.00066e-01;	-1.41477e+03;	2.22241e-01
-6.89245e+00;	-1.55073e+00;	1.88373e+00;	8.18620e-01
7.85045e-01;	5.79338e-01;	-4.98280e-01;	2.56742e-01
-2.92649e+00;	1.59595e+00;	1.73935e+00;	1.25937e+00
1.59229e+00;	1.59847e-01;	7.27678e-01;	-7.89454e+00
4.70878e+00;	1.20942e+00;	-3.25215e-02;	-3.25024e-01
5.28349e-01;	2.80280e+00;	6.93181e-01;	-1.24453e+00
1.54250e-01;	-2.67585e+00;	7.22836e+01;	4.96743e+00
-2.83749e-02;	-1.59871e+00;	1.55636e+00;	1.45030e-01
1.15719e+00;	-1.24312e-01;	3.93212e-01;	-4.70629e-01
-8.96139e-01;	-1.58361e+00;	-1.97352e+00;	7.88933e-01
2.10629e-01;	8.18527e-01;	6.10761e-01;	-4.21090e+00
1.16641e+01;	-4.05910e-02;	9.52002e-01;	-4.50193e-01
6.97494e-01;	-3.23200e+00;	-1.47274e+00;	1.85688e-01
-9.53270e-03;	-1.80747e+00;	4.48693e+00;	-1.02679e+00
8.80066e-01;	-1.93283e+00;	1.45521e+00;	1.59486e+00
-7.66474e-01;	-6.05920e-01;	4.90630e-01;	-6.38691e+00
-8.43778e+00;	4.99929e-01;	5.06675e-01;	5.31678e-01
2.38995e+00;	3.25375e-01;	-1.48794e+00;	1.69966e+00
4.07791e-01;	3.73309e+00;	2.05082e-01;	1.72617e+00
1.14137e+00;	-3.23590e+00;	-5.10573e-02;	-3.37283e+00
-3.16846e+01;	-4.82058e-01;	-2.42183e+00;	8.01870e-01
-3.30453e-01;	5.38796e-01;	-2.76021e-02;	-3.92931e+01
5.60103e-01;	3.17089e-01;	2.36906e+00;	1.15085e-02
-1.98868e+01;	3.38533e-02;	-9.72960e-02;	-5.28601e-01
-8.93990e+00;	2.22961e+00;	1.02395e+00;	6.99322e-01
-3.70236e+01;	1.57761e-01;	1.33430e+00;	2.18498e+00
4.89836e-01;	7.56879e-01;	1.30624e+00;	4.28201e-01
2.32478e+00;	-7.18221e-02;	8.00543e-01;	1.98726e-01
1.18137e+00;	1.04943e-01;	1.06690e+01;	-9.12375e-01
1.53382e+00;	6.97481e-01;	2.07761e+00;	1.08070e+00
-3.65361e+00;	-7.15023e-01;	4.04966e-01;	1.98099e+00
-9.90106e-01;	8.22059e-03;	1.21588e+00;	-8.87477e-01
-1.95963e-02;	1.77612e+00;	4.57664e-02;	-4.18479e+00
1.37718e-01;	-7.37838e-01;	5.01746e-01;	-1.26021e-01
4.25272e-01;	2.09076e-01;	-5.53813e-01;	-1.37096e+00
1.09119e+00;	-1.83106e+00;	-3.67844e+00;	-4.60298e-01
-2.37502e+00;	-1.79991e+00;	-1.25711e+00;	-2.64605e+00
-1.27705e+00;	-3.75086e+00;	-4.60761e-01;	9.54916e-01
2.36810e-02;	-1.55661e+00;	-1.89810e+00;	2.48936e-02
-3.23328e-01;	-4.00876e+00;	3.57411e-01;	9.38507e+00
-1.58846e+00;	1.22114e+00;	1.52465e+00;	-1.17061e+00
3.14093e-01;	-2.36972e+00;	-1.56532e+00;	-2.85976e-01
-1.69422e+00;	-4.48023e-01;	-5.50467e+00;	-8.99486e-02
6.67406e-01;	3.43189e+02;	9.32530e-01;	-2.95289e-01
-2.77355e-01;	-2.85466e+00;	2.31717e-03;	-8.70030e+00
8.09183e-01;	-2.78137e-01;	-2.56384e-01;	5.04760e-01
-5.15010e-01;	-2.17252e-01;	2.36716e+01;	8.30090e-01
-8.48714e-01;	8.94951e-01;	-9.43620e-01;	1.23233e-01
-1.54816e-01;	1.46179e+00;	-2.14341e+00;	-7.10869e-01
-4.17037e-01;	-1.95826e+00;	3.00058e-01;	-1.22911e+00
9.71026e-02;	-7.40318e-01;	8.64045e-01;	4.61658e+00
-9.17763e-01;	6.31068e-01;	3.62270e+00;	8.13989e-01
9.09521e-01;	2.27529e-03;	-7.71041e-01;	1.03582e+01
-4.41987e-01;	-1.06975e+00;	2.58332e-01;	-1.46869e+00
1.86885e+00;	1.70370e+00;	-1.54952e+00;	-3.71028e+00
-1.69312e+00;	3.62584e-01;	-2.55277e-03;	-1.02132e+00
5.94874e+00;	1.08275e-01;	-9.35071e-01;	-2.87133e-01
-3.70118e-01;	4.54955e+00;	-1.74294e+00;	2.20901e+00
2.26611e+00;	4.03715e-01;	-1.07726e+00;	-7.90734e-01
-3.43033e-01;	6.53997e-02;	6.85730e-01;	2.27151e+00
1.37463e+00;	-8.42320e-01;	-1.02164e+00;	-3.41467e-01
1.86569e+01;	2.28452e-01;	6.31553e-01;	-1.69675e+00
-2.96337e+00;	2.37560e+00;	1.18423e+00;	-3.31950e-01
5.81398e-01;	2.09097e+00;	-9.88293e-01;	1.10785e-02
-2.33934e+00;	-3.32645e-01;	1.94435e-01;	3.40349e-03
4.86045e-01;	-1.36316e-01;	-4.69070e-02;	9.23909e-01
-1.67580e+00;	-6.22191e-01;	-3.41462e-01;	3.84366e+00
-1.92197e+00;	1.57046e-01;	3.14448e-01;	3.40331e+00
-6.79550e-01;	2.42900e+00;	-2.80896e+00;	-2.15570e+00
-3.97644e-01;	-3.06773e+00;	2.69875e+00;	-4.28676e-01
-2.36473e+00;	1.87384e+00;	3.69663e+00;	3.97570e+00
2.41281e+00;	1.28041e+00;	-1.17053e+00;	3.54051e+00
-8.59794e+00;	1.08045e+00;	1.68029e-01;	-3.43285e+00
4.55755e+00;	-2.50424e+00;	2.39759e-01;	5.26363e-01
-5.53520e-01;	1.23976e+00;	3.28027e+00;	-9.19121e-01
-1.67124e-01;	7.11103e-02;	-2.54245e+01;	1.05101e+00
-5.69383e-01;	-2.83824e-02;	-1.03689e+00;	2.02251e-01
1.44545e-01;	2.52894e+00;	4.23183e+00;	-6.72268e-01
-2.24848e-01;	-3.46834e-01;	2.81778e-01;	-2.82091e+00
3.32819e+00;	-1.14794e+00;	5.41211e-01;	-3.27077e+00
-2.58791e+00;	-7.16302e+00;	1.09621e+00;	5.58731e-01
-2.18618e+00;	-4.50351e+00;	2.57595e+00;	-1.58177e+00
-2.11806e+00;	3.94413e-01;	5.76084e-01;	1.26540e+02
-2.97222e+00;	-4.61348e+00;	-2.33722e+00;	-2.17941e+00
-2.42191e-01;	-1.49050e+00;	-4.00380e-01;	7.54955e-01
4.46952e-01;	5.44631e+00;	-1.67795e+00;	1.69327e-01
-1.01220e+00;	-1.41216e+00;	2.14953e-01;	-1.39304e+00
1.20270e-02;	-7.97785e-01;	1.83608e+00;	3.63048e+00
-1.31145e-01;	3.04234e+00;	5.69398e+00;	-1.50329e+01
7.83922e-01;	-1.00330e+00;	-3.37342e-01;	3.62565e-02
3.20657e-01;	-4.17378e+00;	-2.03927e+00;	8.98195e-02
4.64083e-01;	-5.66542e+00;	8.57401e+00;	3.19103e+00
-4.05070e-01;	1.13810e+00;	-3.69278e-01;	1.40833e+00
-1.53156e+00;	-2.36639e-01;	1.61649e+00;	5.92954e-02
-1.13904e+01;	-8.27404e-01;	-1.29423e-02;	-7.23689e-01
-1.68941e-01;	4.56182e+00;	9.99366e-01;	-1.16196e-01
-1.47261e+00;	1.34544e+00;	1.23681e+00;	3.56767e-01
1.71115e+00;	-4.54594e-01;	3.00378e+00;	-1.38262e+00
7.47321e-02;	2.23587e+01;	7.41721e-01;	-4.07109e-01
2.91008e-02;	-2.01328e+00;	-3.59439e+00;	-1.84435e+00
8.97747e-01;	9.21187e-01;	3.73713e+00;	9.67046e-01
2.11755e+00;	6.14049e-01;	5.74777e-01;	5.47747e-01
-5.64489e+00;	3.39412e-01;	-1.86936e-01;	2.08633e+00
-3.47933e+00;	-8.81561e+00;	1.10702e+00;	-1.45613e+00
-2.21237e+00;	-6.25269e-01;	2.80460e+00;	-6.50591e-01
2.56393e-01;	7.46186e+00;	-2.42728e-02;	-2.72415e-01
2.07289e-01;	-2.23403e-01;	3.36697e+00;	5.34598e-01
2.58217e+00;	-7.89157e-01;	9.96501e-01;	-1.32889e+00
-3.58398e+00;	4.29967e-02;	1.99232e-01;	1.64222e+00
-2.00751e+00;	1.54349e+00;	3.28097e-01;	9.71007e-01
8.72601e-01;	-1.15976e+00;	-5.32416e+00;	8.27092e-01
1.00559e+00;	-3.51783e-01;	-4.53428e+00;	-5.83318e+00
-3.24111e+00;	9.14722e-01;	-5.20050e+00;	2.60962e-01
2.22844e-01;	5.80070e-01;	-6.04101e+00;	1.14866e+00
-1.04685e+00;	6.38597e+00;	-1.97409e-01;	3.06958e+00
-3.88167e+00;	4.87292e-01;	7.29105e-01;	-1.34731e+01
-4.49806e-01;	4.34328e+00;	2.84831e+00;	-6.88873e+00
1.17098e+01;	9.84868e+00;	-1.03953e+00;	-4.93614e-01
2.29742e+01;	-7.64381e-01;	1.03234e+00;	-1.15014e+00
2.54894e+01;	4.52120e-01;	1.91824e-01;	1.20885e-01
-4.67253e-01;	-5.45460e-01;	2.06872e+00;	-1.02503e+00
1.50714e+00;	3.66789e-01;	1.18402e+00;	1.72143e-01
4.11726e+00;	-8.42522e-01;	-6.25996e-01;	-8.41581e-01
1.15152e+00;	-3.63842e+00;	3.61749e-01;	-9.28195e-01
-2.72744e+00;	-5.36312e+00;	1.64372e+00;	6.92255e-01
1.59117e+01;	4.53942e+00;	2.50957e+02;	-9.71976e+00
4.71833e+00;	-3.67646e-01;	-6.08648e-01;	-7.68499e+00
1.46299e+00;	-1.50338e+00;	2.39192e-01;	-1.95980e+01
-1.30170e+00;	1.17257e+00;	-3.67541e-01;	8.06065e-01
-4.90597e-01;	-5.62345e-01;	9.71338e+00;	-2.10722e+00
6.11915e-01;	3.57648e+00;	3.40430e-01;	4.97427e+00
7.27282e-01;	4.38125e-01;	-5.67316e-01;	2.41929e+00
8.17485e-01;	-6.84811e-01;	8.83633e-01;	1.45676e-01
-5.74901e-01;	4.78596e-01;	-9.15184e-01;	1.15456e+00
2.78849e-01;	-8.36418e+00;	-1.20866e+00;	-7.32110e-02
1.45792e+00;	-5.23942e+00;	-1.21939e-01;	3.98591e+00
-1.11251e+00;	1.65678e+00;	8.23384e-01;	1.31322e+00
-1.32810e+00;	9.84083e+00;	-2.54118e+00;	-8.97893e-01
-7.23688e-01;	-1.74719e+00;	1.68930e+00;	1.05287e+00
-9.15155e-01;	3.56918e+00;	9.71648e-01;	-1.08696e+00
-4.69316e-01;	2.65783e+00;	1.93383e+00;	-2.33919e-01
-5.20723e-01;	6.61656e+00;	-9.96893e-01;	-3.59345e-02
-5.92292e+00;	-5.43499e-01;	5.47523e-01;	1.10855e+00
1.94939e+00;	-1.26395e-01;	-1.10730e+00;	-4.17458e-01
-3.23237e-01;	-4.78152e-01;	-8.73830e-01;	3.58763e+00
-1.30418e-01;	-4.84703e-01;	2.03973e+00;	-7.82719e-02
8.90835e-01;	8.57524e-01;	-5.67740e-01;	-5.19580e-01
5.12961e-01;	1.52752e+00;	2.16698e+01;	-2.23988e-01
-2.21873e+00;	4.83004e-01;	5.73273e-01;	-5.92739e+00
7.32543e+00;	-1.01694e+00;	-1.99922e-01;	1.59500e+00
-1.00718e+00;	6.43999e-01;	1.62589e+00;	-2.13009e-01
-9.94885e-02;	1.79551e+00;	-7.59140e-01;	-4.95707e-01
6.20063e-01;	-2.74650e-02;	-2.10885e-01;	-4.21324e+00
-3.07807e+00;	3.23432e-01;	-5.77108e+00;	-6.24853e-01
